0,1498,3
1,327,3
1,484,3
1,1044,3
1,1258,3
2,64,1
2,100,3
2,394,3
2,654,1
2,720,1
2,781,1
2,833,1
2,1026,1
2,1417,3
2,1471,3
2,1587,1
2,1950,1
2,2055,1
2,2095,1
2,2156,3
2,2222,1
2,2244,1
2,2291,1
2,2310,1
2,2317,1
2,2319,1
2,2320,1
2,2364,3
2,2376,1
2,2384,1
2,2393,1
2,2401,1
2,2409,1
2,2428,1
3,590,3
3,1547,3
3,2049,3
3,2343,3
4,1536,3
4,1711,3
5,616,3
5,924,3
5,1298,3
5,2313,3
6,106,3
6,1198,3
6,2393,3
7,63,3
7,789,3
7,2031,3
7,2301,3
8,1057,3
8,1814,3
8,2209,3
9,70,3
9,1307,3
9,1911,3
10,267,3
10,749,3
10,1726,3
11,533,3
11,593,3
11,606,3
11,981,3
11,1840,3
11,2153,3
11,2457,3
12,470,3
12,2376,3
12,2383,3
12,2425,1
13,29,1
13,203,1
13,221,1
13,226,3
13,250,1
13,251,1
13,305,1
13,339,1
13,341,1
13,386,1
13,408,1
13,426,1
13,448,1
13,452,1
13,459,1
13,563,1
13,599,1
13,628,1
13,634,1
13,654,1
13,656,1
13,661,1
13,664,1
13,690,1
13,706,1
13,800,1
13,819,1
13,857,1
13,935,1
13,939,1
13,951,1
13,1048,1
13,1072,1
13,1143,1
13,1265,1
13,1307,1
13,1318,1
13,1322,1
13,1425,1
13,1458,1
13,1488,1
13,1489,1
13,1510,1
13,1529,1
13,1530,1
13,1576,1
13,1602,1
13,1612,1
13,1712,1
13,1836,1
13,1854,3
13,1879,1
13,1921,1
13,1925,1
13,1938,1
13,1964,1
13,1993,1
13,2183,1
13,2203,1
13,2342,1
13,2400,3
13,2425,1
13,2462,1
14,375,3
14,983,3
15,1000,3
15,1452,3
15,1913,3
16,1148,3
16,1836,3
16,1946,3
17,400,3
17,1275,3
17,2120,3
18,207,3
18,985,3
18,1400,3
18,1626,3
19,333,3
19,721,3
20,537,3
20,1124,3
20,1517,3
20,1907,3
21,839,3
21,1681,3
22,840,3
22,1561,3
22,2227,3
24,994,3
24,2219,3
25,488,3
25,1212,3
25,1233,3
25,1411,3
26,78,3
26,1223,3
26,1386,3
27,539,3
27,992,3
27,1946,3
28,755,3
28,1366,3
29,402,3
30,554,1
30,571,1
30,640,1
30,813,1
30,881,1
30,1246,1
30,1277,1
30,1696,1
30,1996,1
30,2426,1
31,63,1
31,215,1
31,326,1
31,470,1
31,635,1
31,638,1
31,687,1
31,833,1
31,965,3
31,1215,1
31,1298,1
31,1820,1
31,1972,3
31,2081,1
31,2270,3
32,401,3
32,533,3
32,747,3
32,981,3
33,432,3
33,1462,3
34,414,1
34,512,1
34,653,1
34,1994,1
34,2240,3
34,2276,3
36,88,3
36,489,3
36,583,1
36,629,1
36,1350,3
36,1651,3
36,2076,1
37,527,3
37,882,3
37,1092,3
38,793,3
39,939,1
39,1103,1
39,1432,3
40,147,3
40,2089,3
41,855,3
41,1781,3
42,173,3
42,234,1
42,362,3
42,1361,1
42,2048,3
42,2447,1
43,958,3
43,2348,3
44,349,3
44,555,3
44,682,3
44,1091,3
44,1168,3
44,1212,3
44,2284,3
45,2062,3
46,2037,3
47,59,1
47,105,1
47,124,1
47,142,1
47,168,1
47,313,1
47,340,1
47,359,1
47,394,2
47,620,1
47,654,1
47,690,1
47,743,1
47,781,1
47,814,1
47,872,3
47,899,1
47,939,1
47,1145,1
47,1150,1
47,1182,1
47,1185,1
47,1239,1
47,1404,1
47,1459,1
47,1585,1
47,1664,1
47,1682,1
47,1831,1
47,1992,1
47,2014,1
47,2122,3
47,2145,1
47,2245,1
47,2276,1
47,2358,1
48,1560,3
49,537,3
50,16,1
50,46,1
50,75,1
50,209,1
50,212,1
50,619,1
50,690,1
50,815,1
50,950,1
50,960,3
50,1056,3
50,1081,1
50,1381,1
50,1525,1
50,1674,1
50,1793,1
50,1863,1
50,1905,1
50,1933,3
50,1955,1
50,2166,1
50,2426,1
51,210,3
51,274,3
51,1283,3
51,1566,3
51,2474,3
52,811,3
52,842,3
52,954,3
52,1940,3
52,2471,3
53,487,3
53,635,1
53,1052,3
53,1129,3
53,1157,3
53,2183,3
54,913,3
54,1196,1
54,1639,3
54,2033,3
55,591,3
55,1271,3
55,1393,3
56,842,3
56,1104,3
57,224,3
57,273,1
58,223,3
58,563,3
58,1520,3
58,1849,3
58,1887,3
59,692,3
59,2022,3
59,2209,3
60,88,1
60,195,1
60,215,1
60,269,1
60,304,1
60,326,1
60,433,1
60,519,1
60,563,1
60,656,1
60,709,1
60,1591,1
60,1771,1
60,2323,3
60,2413,3
61,647,3
61,1556,3
61,1637,3
61,2164,3
62,987,3
62,1539,3
62,2006,3
62,2301,3
62,2361,3
63,81,1
63,99,1
63,152,1
63,412,1
63,429,1
63,585,1
63,621,1
63,659,1
63,891,1
63,1514,1
63,1683,1
63,1882,3
63,2119,3
63,2331,1
64,2099,3
65,977,3
66,454,3
66,1403,3
66,2284,3
66,2427,3
67,526,3
67,593,3
67,781,3
67,1415,3
68,8,1
68,146,1
68,236,1
68,392,1
68,412,1
68,429,1
68,452,1
68,560,1
68,582,3
68,663,1
68,725,1
68,939,1
68,1167,1
68,1215,1
68,1326,1
68,1375,1
68,1483,1
68,1505,1
68,1568,1
68,1620,1
68,1628,1
68,1688,1
68,1741,1
68,1803,1
68,1990,1
68,2087,1
68,2093,1
68,2240,1
68,2357,1
69,1379,3
69,1426,3
69,2179,3
70,1849,3
71,136,3
71,635,3
71,1469,3
71,1778,3
72,79,3
72,1280,1
72,1540,3
72,1688,3
72,1937,3
73,177,3
73,645,3
73,2132,3
75,544,3
75,1676,3
75,1958,3
76,160,1
76,505,3
76,586,1
76,864,1
76,1882,1
77,819,3
77,1383,3
78,204,1
78,635,1
78,1046,3
78,1128,1
78,1176,1
78,1582,1
78,1717,1
78,1940,1
79,185,3
79,930,3
79,2397,3
80,1727,3
81,1621,3
81,1735,3
82,324,3
82,981,3
82,1991,1
83,583,3
83,614,3
84,599,3
84,995,3
84,1293,3
84,1792,1
84,1976,3
84,2161,3
85,397,3
85,1619,3
85,1789,3
85,2242,1
86,563,1
87,178,3
87,1219,3
87,2268,3
88,1135,3
88,1462,3
88,1566,3
89,329,1
89,985,1
89,1388,1
89,1425,1
89,1769,3
89,1946,3
89,2144,1
90,856,3
90,1632,3
90,1721,3
91,264,3
91,1151,3
92,888,3
92,1232,3
92,1462,3
92,2027,3
92,2375,3
93,1260,3
93,2190,3
94,512,3
94,1619,3
95,840,3
95,1562,3
96,1145,3
96,1163,3
96,1284,3
96,1419,3
96,1784,3
97,1458,3
97,1880,3
99,396,3
99,406,3
99,1243,3
100,234,3
101,349,3
101,533,3
103,1450,3
103,1801,3
103,2203,3
103,2240,1
104,185,3
104,1327,3
104,1480,3
105,318,3
105,493,3
105,568,3
105,1245,3
105,1601,3
105,1902,3
106,114,3
106,1953,3
107,587,3
107,1819,3
107,2303,3
108,8,1
108,105,1
108,181,1
108,340,1
108,481,1
108,877,1
108,1234,1
108,1311,1
108,1406,1
108,1427,1
108,1622,1
108,1697,1
108,1770,1
108,1780,3
108,1933,1
108,1955,1
109,159,3
109,726,3
109,920,3
110,205,3
110,427,3
110,1017,3
110,1719,3
111,725,1
111,1274,1
113,401,3
113,978,3
113,1487,3
113,2469,3
114,1099,3
114,1611,3
115,692,3
115,763,3
115,769,3
116,47,1
116,625,1
116,1147,1
116,1189,3
116,1344,1
116,2115,1
116,2331,3
117,426,3
117,1917,3
118,29,1
118,529,1
118,646,1
118,700,1
118,732,1
118,780,1
118,959,1
118,1196,1
118,1468,1
118,1573,1
118,1824,1
118,1828,1
118,1830,1
118,1847,1
118,2198,1
118,2385,1
118,2412,1
118,2444,3
120,1085,3
120,1221,3
120,1736,3
120,1870,3
120,1880,3
120,2149,1
120,2415,3
121,246,3
121,399,1
121,700,3
121,1939,1
122,1764,3
122,2054,3
123,945,3
123,1118,3
123,2072,3
123,2251,3
124,367,3
124,1261,3
124,1614,1
126,2329,3
127,635,3
128,1028,3
128,1186,3
128,2241,3
129,758,3
129,943,3
129,1593,3
129,1722,3
129,1971,3
129,2315,3
130,1171,1
130,1215,1
130,1983,1
130,2058,1
131,311,3
131,479,3
131,1728,3
131,2151,3
132,933,1
132,2213,1
133,179,3
133,623,3
133,1880,3
134,2071,3
134,2461,3
135,1173,3
135,1691,1
135,1727,3
135,1926,1
135,2095,3
136,181,3
136,785,3
136,2057,3
136,2349,3
137,102,1
137,427,1
137,432,1
137,624,1
137,635,1
137,690,1
137,737,1
137,864,1
137,900,1
137,935,1
137,939,1
137,963,1
137,1072,1
137,1094,1
137,1307,1
137,1322,1
137,1351,1
137,1383,1
137,1415,1
137,1416,1
137,1441,1
137,1466,1
137,1601,1
137,1724,1
137,1783,1
137,1836,1
137,1847,1
137,1912,1
137,1921,1
137,1965,1
137,2015,1
137,2035,1
137,2053,1
137,2183,1
137,2293,1
137,2426,1
137,2462,1
138,918,3
138,1044,3
138,2466,3
139,385,3
139,1278,3
139,1765,3
139,1890,3
140,181,1
140,273,1
140,340,1
140,777,1
140,939,1
140,1047,1
140,1062,1
140,1285,1
140,1366,3
140,1761,1
140,1808,3
141,986,3
141,1557,3
141,1596,3
141,1665,3
141,2223,3
141,2267,3
142,1433,3
142,2002,3
143,206,3
143,261,3
143,514,3
143,542,3
144,1372,3
144,2103,3
146,1284,3
146,1450,3
146,2264,3
147,1170,1
147,1464,3
147,1941,3
147,1952,3
148,310,3
148,656,3
148,1255,3
148,1658,3
148,2225,3
149,33,1
149,79,1
149,205,3
149,273,1
149,399,1
149,520,3
149,676,3
149,690,1
149,939,1
149,1127,3
149,1202,3
149,1529,3
149,1536,3
150,997,1
151,64,1
151,900,3
151,1709,3
151,1766,3
151,2055,1
151,2222,1
151,2244,1
151,2291,1
151,2317,1
151,2319,1
151,2320,1
151,2376,1
151,2401,1
151,2409,1
152,226,3
152,1410,3
152,1881,3
153,153,2
153,659,1
153,695,1
153,1120,3
153,1132,1
153,1200,1
153,1463,3
153,2436,1
153,2468,3
154,939,1
154,1607,1
154,1692,3
154,1782,3
154,2231,3
155,1589,3
156,700,1
156,1077,3
156,1180,3
156,1824,1
157,843,3
158,643,3
158,1230,3
158,1438,3
158,2193,3
158,2348,3
159,509,1
159,2167,3
160,310,3
160,923,3
160,1032,3
160,2318,3
161,991,3
162,291,3
162,399,3
162,538,3
162,706,1
162,1838,1
163,633,3
163,1166,3
163,2132,3
164,66,1
164,80,1
164,123,1
164,158,1
164,191,3
164,293,1
164,397,1
164,435,1
164,554,1
164,593,3
164,620,3
164,680,1
164,685,3
164,769,1
164,802,1
164,929,1
164,1126,1
164,1142,1
164,1183,1
164,1234,1
164,1315,3
164,1316,1
164,1391,1
164,1404,1
164,1945,1
164,2019,1
164,2091,1
164,2466,3
165,2260,3
165,2341,3
166,64,1
166,214,3
166,654,1
166,833,1
166,1026,1
166,1586,3
166,1997,3
166,2055,1
166,2222,1
166,2244,1
166,2291,1
166,2310,1
166,2317,1
166,2319,1
166,2320,1
166,2384,1
166,2401,1
166,2409,1
167,758,3
167,860,3
167,1145,3
168,764,3
168,1187,3
169,320,1
169,377,1
169,413,1
169,449,2
169,457,1
169,603,1
169,707,1
169,718,1
169,779,1
169,840,1
169,850,1
169,870,1
169,908,1
169,959,1
